2016-02-10T23:51:00+00:00,4.54
2016-02-10T23:52:00+00:00,4.38
2016-02-10T23:53:00+00:00,4.44
2016-02-10T23:54:00+00:00,4.86
2016-02-10T23:55:00+00:00,4.00
2016-02-10T23:56:00+00:00,4.34
2016-02-10T23:57:00+00:00,4.20
2016-02-10T23:58:00+00:00,4.60
2016-02-10T23:59:00+00:00,4.52
2016-02-11T00:00:00+00:00,4.41
2016-02-11T00:01:00+00:00,4.21
2016-02-11T00:02:00+00:00,4.08
2016-02-11T00:03:00+00:00,4.56
2016-02-11T00:04:00+00:00,4.61
2016-02-11T00:05:00+00:00,4.59
2016-02-11T00:06:00+00:00,4.91
2016-02-11T00:07:00+00:00,4.56
2016-02-11T00:08:00+00:00,4.03
2016-02-11T00:09:00+00:00,4.07
2016-02-11T00:10:00+00:00,4.90
2016-02-11T00:11:00+00:00,4.37
2016-02-11T00:12:00+00:00,4.36
2016-02-11T00:13:00+00:00,4.12
2016-02-11T00:14:00+00:00,4.54
2016-02-11T00:15:00+00:00,4.96
2016-02-11T00:16:00+00:00,4.29
2016-02-11T00:17:00+00:00,4.65
2016-02-11T00:18:00+00:00,4.81
2016-02-11T00:19:00+00:00,4.60
2016-02-11T00:20:00+00:00,4.68
2016-02-11T00:21:00+00:00,4.96
2016-02-11T00:22:00+00:00,4.60
2016-02-11T00:23:00+00:00,4.50
2016-02-11T00:24:00+00:00,4.03
2016-02-11T00:25:00+00:00,4.20
2016-02-11T00:26:00+00:00,4.91
2016-02-11T00:27:00+00:00,4.72
2016-02-11T00:28:00+00:00,4.90
2016-02-11T00:29:00+00:00,4.69
2016-02-11T00:30:00+00:00,4.78
2016-02-11T00:31:00+00:00,4.17
2016-02-11T00:32:00+00:00,4.45
2016-02-11T00:33:00+00:00,4.27
2016-02-11T00:34:00+00:00,4.46
2016-02-11T00:35:00+00:00,4.59
2016-02-11T00:36:00+00:00,4.52
2016-02-11T00:37:00+00:00,4.94
2016-02-11T00:38:00+00:00,4.76
2016-02-11T00:39:00+00:00,4.73
2016-02-11T00:40:00+00:00,4.33
2016-02-11T00:41:00+00:00,4.79
2016-02-11T00:42:00+00:00,4.68
2016-02-11T00:43:00+00:00,4.18
2016-02-11T00:44:00+00:00,4.72
2016-02-11T00:45:00+00:00,4.54
2016-02-11T00:46:00+00:00,4.22
2016-02-11T00:47:00+00:00,4.74
2016-02-11T00:48:00+00:00,5.00
2016-02-11T00:49:00+00:00,4.86
2016-02-11T00:50:00+00:00,4.93
2016-02-11T00:51:00+00:00,4.49
2016-02-11T00:52:00+00:00,4.09
2016-02-11T00:53:00+00:00,4.59
2016-02-11T00:54:00+00:00,4.13
2016-02-11T00:55:00+00:00,4.90
2016-02-11T00:56:00+00:00,4.68
2016-02-11T00:57:00+00:00,4.88
2016-02-11T00:58:00+00:00,10.01
2016-02-11T00:59:00+00:00,9.79
2016-02-11T01:00:00+00:00,9.57
